frame,timestamp,trunk_sagittal_tilt_deg,trunk_lateral_tilt_deg,pelvic_obliquity_deg,pelvic_tilt_sagittal_deg,pelvis_yaw_deg,shoulder_yaw_deg,pelvis_shoulder_dissociation_deg,hip_flex_R_deg,hip_flex_L_deg,knee_flex_R_deg,knee_flex_L_deg,ankle_dorsi_R_deg,ankle_dorsi_L_deg,hip_rotation_index_deg,shoulder_rotation_index_deg
151,5.0321,-7.8659,-177.7887,-176.9791,-67.1314,-176.9791,-177.7887,-0.8095,0.2052,8.9868,174.6768,172.9785,178.1212,163.0895,-8.7816,-0.8095
152,5.0654,-7.019,-177.9215,-176.939,-65.6858,-176.939,-177.9215,-0.9825,0.2604,9.6715,174.9224,173.3017,178.6502,162.6112,-9.4111,-0.9825
153,5.0987,-6.3582,-178.1988,-177.0461,-65.6788,-177.0461,-178.1988,-1.1528,0.3013,9.5878,174.1323,172.6099,175.6729,161.6662,-9.2865,-1.1528
154,5.132,-6.0124,-178.354,-177.1021,-67.2494,-177.1021,-178.354,-1.252,0.2,9.1951,173.8698,171.8593,174.4954,160.7513,-8.9951,-1.252
155,5.1654,-5.5047,-178.484,-177.0617,-68.2344,-177.0617,-178.484,-1.4223,0.1505,8.6812,173.8406,170.1456,175.3852,159.5883,-8.5307,-1.4223
156,5.1987,-5.1102,-178.9045,-177.3768,-67.0946,-177.3768,-178.9045,-1.5276,0.0496,7.3249,173.5953,167.0684,172.3734,158.2361,-7.2752,-1.5276
157,5.232,-4.9739,-179.443,-177.3974,-67.7346,-177.3974,-179.443,-2.0455,0.3979,5.137,173.2519,162.1864,173.3149,156.6335,-4.7391,-2.0455
158,5.2653,-5.0761,-179.4707,-177.4934,-69.4584,-177.4934,-179.4707,-1.9774,1.2997,3.1502,172.3802,158.8048,173.8994,157.7211,-1.8505,-1.9774
159,5.2987,-5.1829,-179.4724,-177.4746,-69.8186,-177.4746,-179.4724,-1.9978,1.944,2.5722,171.9163,157.3387,169.0683,153.9467,-0.6282,-1.9978
160,5.332,-5.0831,-179.5536,-177.6342,-68.5426,-177.6342,-179.5536,-1.9195,2.2158,1.5441,171.6834,158.5142,167.5059,153.5879,0.6717,-1.9195
161,5.3653,-5.408,-179.3758,-177.3538,-67.9377,-177.3538,-179.3758,-2.0221,2.2966,0.7992,171.8287,161.8946,165.0452,155.4715,1.4974,-2.0221
162,5.3986,-5.9208,-179.3335,-177.2375,-64.9784,-177.2375,-179.3335,-2.096,2.4387,0.332,171.8873,163.7816,164.5985,158.6108,2.1067,-2.096
163,5.432,-6.4955,-179.1143,-177.3074,-64.0551,-177.3074,-179.1143,-1.8069,2.3559,0.5083,172.5171,167.7173,166.908,171.8223,1.8477,-1.8069
164,5.4653,-7.0652,-179.0682,-177.1982,-62.0146,-177.1982,-179.0682,-1.87,2.3373,0.3601,172.6847,171.0301,168.694,175.8873,1.9772,-1.87
165,5.4986,-7.5649,-178.9725,-176.9294,-62.1954,-176.9294,-178.9725,-2.0431,2.2044,0.089,172.8216,174.5661,171.8271,172.6453,2.1154,-2.0431
166,5.5319,-8.0125,-179.1711,-177.1037,-62.64,-177.1037,-179.1711,-2.0674,1.787,0.6072,173.19,177.9043,175.441,169.7293,1.1798,-2.0674
167,5.5653,-9.5993,-178.7061,-176.7205,-62.6663,-176.7205,-178.7061,-1.9856,1.0425,1.1157,173.9318,177.9708,177.5242,172.2594,-0.0733,-1.9856
168,5.5986,-11.2634,-178.2117,-176.0824,-64.0741,-176.0824,-178.2117,-2.1293,0.3652,0.0421,175.1974,175.6336,178.9017,174.5287,0.3231,-2.1293
169,5.6319,-11.0508,-177.6832,-176.1859,-61.2943,-176.1859,-177.6832,-1.4973,1.1513,0.2991,175.8679,171.8442,179.5838,176.2087,0.8522,-1.4973
170,5.6652,-10.5445,-177.4134,-176.1035,-61.3578,-176.1035,-177.4134,-1.3099,3.1389,0.3883,177.4388,169.6097,179.6751,172.0626,2.7506,-1.3099
171,5.6986,-10.9696,-177.329,-175.9643,-61.3569,-175.9643,-177.329,-1.3646,3.6666,0.3405,177.5453,168.0926,175.5994,164.8845,3.3261,-1.3646
172,5.7319,-11.1686,-177.3797,-176.1281,-61.5771,-176.1281,-177.3797,-1.2516,5.529,1.1083,179.3072,168.5253,175.618,166.4593,4.4207,-1.2516
173,5.7652,-11.7919,-176.8548,-175.9144,-63.3342,-175.9144,-176.8548,-0.9404,6.0183,1.2379,179.1129,168.4246,179.5933,169.3892,4.7803,-0.9404
174,5.7985,-11.6002,-176.8401,-176.0708,-64.2075,-176.0708,-176.8401,-0.7693,6.9125,2.0772,176.3613,168.2638,177.2527,168.2527,4.8354,-0.7693
175,5.8319,-11.9469,-176.754,-175.6728,-64.8116,-175.6728,-176.754,-1.0812,8.025,2.201,172.8675,167.6413,173.2761,167.5524,5.824,-1.0812
176,5.8652,-11.9881,-176.7837,-175.2714,-65.3014,-175.2714,-176.7837,-1.5123,8.4126,2.3982,171.3209,167.4832,172.7197,167.3691,6.0144,-1.5123
177,5.8985,-12.3564,-176.6748,-175.6652,-64.9064,-175.6652,-176.6748,-1.0096,8.2216,3.0529,171.1801,167.6644,175.0048,163.4509,5.1687,-1.0096
178,5.9318,-12.085,-176.601,-175.9642,-64.6742,-175.9642,-176.601,-0.6368,7.572,3.4759,171.4888,167.3078,168.7043,160.8452,4.096,-0.6368
179,5.9652,-12.1103,-176.1419,-175.8969,-64.6266,-175.8969,-176.1419,-0.2451,6.9509,3.7545,173.001,167.4481,173.0779,160.9233,3.1964,-0.2451
180,5.9985,-12.1235,-176.0149,-175.9378,-64.4172,-175.9378,-176.0149,-0.0771,5.8255,3.6941,175.1061,167.1973,179.1558,157.7361,2.1314,-0.0771
181,6.0318,-12.0092,-175.8013,-176.3374,-64.2356,-176.3374,-175.8013,0.5361,5.2795,4.2208,177.7691,167.1897,170.8235,163.1399,1.0587,0.5361
182,6.0651,-11.7981,-175.577,-176.3478,-66.7928,-176.3478,-175.577,0.7708,4.8817,4.7209,179.296,167.8295,172.1192,156.2858,0.1608,0.7708
183,6.0985,-11.7311,-175.2532,-176.4742,-67.5652,-176.4742,-175.2532,1.221,4.6322,4.8454,177.6482,167.8972,176.4891,150.5588,-0.2133,1.221
184,6.1318,-11.3722,-174.8015,-176.3934,-66.6342,-176.3934,-174.8015,1.5918,4.285,4.8359,175.2272,167.7332,175.1128,146.7488,-0.5509,1.5918
185,6.1651,-11.0759,-174.6834,-176.17,-67.432,-176.17,-174.6834,1.4866,3.4123,4.7853,173.2643,167.2878,174.9595,143.2432,-1.373,1.4866
186,6.1984,-11.5235,-174.5772,-176.2887,-69.4462,-176.2887,-174.5772,1.7115,1.2382,4.951,171.62,169.8212,169.5315,146.7018,-3.7128,1.7115
187,6.2318,-11.5431,-174.3088,-176.2793,-68.0206,-176.2793,-174.3088,1.9705,0.7991,4.688,166.0624,170.7057,173.3065,,-3.889,1.9705
188,6.2651,-11.5783,-174.4294,-176.347,-67.5647,-176.347,-174.4294,1.9176,2.0569,3.8402,165.7726,170.3488,168.5462,,-1.7833,1.9176
189,6.2984,-10.3863,-174.6645,-176.4283,-64.602,-176.4283,-174.6645,1.7638,3.1336,2.3462,166.0674,168.6086,167.4541,,0.7875,1.7638
190,6.3317,-9.9034,-174.9254,-176.4875,-63.0743,-176.4875,-174.9254,1.5621,3.8141,0.4638,166.8133,165.5162,168.0584,,3.3503,1.5621
191,6.3651,-9.8275,-175.2886,-176.3179,-64.4593,-176.3179,-175.2886,1.0293,4.5739,1.1873,168.1749,163.5519,,,3.3866,1.0293
192,6.3984,-9.0883,-175.9914,-176.4483,-65.5223,-176.4483,-175.9914,0.4568,4.6891,2.1451,168.443,161.3232,,,2.544,0.4568
193,6.4317,-9.0434,-176.7187,-176.2313,-62.2376,-176.2313,-176.7187,-0.4875,4.7605,2.7833,169.1899,,,,1.9772,-0.4875
194,6.465,-9.2766,-177.047,-176.2755,-63.4044,-176.2755,-177.047,-0.7714,5.7218,3.1308,,,,,2.591,-0.7714
195,6.4984,-9.4785,-177.002,-176.1836,-61.4655,-176.1836,-177.002,-0.8184,6.2413,1.9378,,,,,4.3035,-0.8184
196,6.5317,-9.5224,-177.2363,-176.5286,-61.8115,-176.5286,-177.2363,-0.7077,6.2869,0.8038,,,,,5.4831,-0.7077
197,6.565,-9.4663,-177.0803,-176.613,-63.2288,-176.613,-177.0803,-0.4673,6.3645,1.4438,,,,,4.9207,-0.4673
198,6.5983,-9.1669,-177.1576,-177.4513,-62.7281,-177.4513,-177.1576,0.2937,,2.5928,,,,,,0.2937
199,6.6317,-9.3092,-177.1085,-177.0921,-63.307,-177.0921,-177.1085,-0.0164,,3.2788,,,,,,-0.0164
200,6.665,-9.6371,-176.7408,-176.4586,-62.049,-176.4586,-176.7408,-0.2822,,4.3762,,,,,,-0.2822
201,6.6983,-9.6228,-177.1079,-176.9078,-60.2282,-176.9078,-177.1079,-0.2001,,,,,,,,-0.2001
202,6.7316,-10.3291,-177.1523,-176.9744,-61.1673,-176.9744,-177.1523,-0.1779,,,,,,,,-0.1779
203,6.765,-11.3188,-176.8234,-176.5307,-63.0737,-176.5307,-176.8234,-0.2927,,,,,,,,-0.2927
204,6.7983,-12.2332,-176.3997,-176.3897,-64.41,-176.3897,-176.3997,-0.01,,,,,,,,-0.01
205,6.8316,-12.0948,-175.954,-176.7666,-64.0724,-176.7666,-175.954,0.8126,,,,,,,,0.8126
206,6.8649,-12.3294,-175.9021,-176.849,-64.0666,-176.849,-175.9021,0.9469,,,,,,,,0.9469
207,6.8983,-12.467,-175.8169,-176.9215,-65.4429,-176.9215,-175.8169,1.1046,,,,,,,,1.1046
208,6.9316,-12.8223,-175.8527,-176.8732,-65.1434,-176.8732,-175.8527,1.0206,,,,,,,,1.0206
209,6.9649,-13.2251,-175.7235,-176.6877,-64.9666,-176.6877,-175.7235,0.9643,,,,,,,,0.9643
210,6.9982,-13.5719,-175.4059,-176.7849,-64.6717,-176.7849,-175.4059,1.379,,,,,,,,1.379
211,7.0316,-13.5621,-175.3887,-176.6428,-64.728,-176.6428,-175.3887,1.2541,,,,,,,,1.2541
212,7.0649,-13.2675,-175.5741,-176.6781,-64.6001,-176.6781,-175.5741,1.104,,,,,,,,1.104
213,7.0982,-13.4677,-175.3105,-176.6484,-65.1514,-176.6484,-175.3105,1.3379,,,,,,,,1.3379
214,7.1315,-13.4843,-175.4033,-176.7958,-64.7014,-176.7958,-175.4033,1.3925,,,,,,,,1.3925
215,7.1649,-13.8075,-175.4261,-176.9152,-66.5257,-176.9152,-175.4261,1.4891,,,,,,,,1.4891
216,7.1982,-13.7737,-175.1678,-177.1097,-68.0763,-177.1097,-175.1678,1.9419,,,,,,,,1.9419
217,7.2315,-13.4818,-174.8806,-177.3119,-67.1342,-177.3119,-174.8806,2.4313,,,,,,,,2.4313
218,7.2648,-13.409,-174.9095,-177.4586,-66.5196,-177.4586,-174.9095,2.5491,,,,,,,,2.5491
219,7.2982,-12.3377,-174.859,-177.7927,-66.635,-177.7927,-174.859,2.9337,,,,,,,,2.9337
220,7.3315,-10.959,-175.1718,-178.4635,-62.6013,-178.4635,-175.1718,3.2917,,,,,,,,3.2917
221,7.3648,-8.8947,-175.6905,-179.072,-62.9749,-179.072,-175.6905,3.3815,,,,,,,,3.3815
222,7.3981,-8.7544,-175.898,-179.3503,-62.3489,-179.3503,-175.898,3.4523,,,,,,,,3.4523
223,7.4315,-9.0164,-176.2716,179.6259,-60.5756,179.6259,-176.2716,4.1024,,,,,,,,4.1024
224,7.4648,-9.8693,-176.2314,179.2165,-61.8205,179.2165,-176.2314,4.5522,,,,,,,,4.5522
225,7.4981,-9.7321,-176.3224,178.4917,-61.019,178.4917,-176.3224,5.1859,,,,,,,,5.1859
226,7.5314,-9.6747,-176.4103,178.1788,-60.5577,178.1788,-176.4103,5.4109,,,,,,,,5.4109
227,7.5648,-10.4023,-176.1121,178.6006,-61.2784,178.6006,-176.1121,5.2873,,,,,,,,5.2873
228,7.5981,-10.7643,-176.0561,178.4356,-60.0388,178.4356,-176.0561,5.5084,,,,,,,,5.5084
229,7.6314,-11.2594,-175.9826,178.6869,-56.5451,178.6869,-175.9826,5.3305,,,,,,,,5.3305
230,7.6647,-11.5501,-175.9592,178.9623,-55.2372,178.9623,-175.9592,5.0785,,,,,,,,5.0785
231,7.6981,-12.1475,-176.2449,178.9737,-54.0215,178.9737,-176.2449,4.7813,,,,,,,,4.7813
232,7.7314,-12.4413,-177.1635,178.6222,-58.057,178.6222,-177.1635,4.2143,,,,,,,,4.2143
233,7.7647,-12.2105,-177.641,177.6038,-55.7251,177.6038,-177.641,4.7552,,,,,,,,4.7552
234,7.798,-13.2444,-177.8664,177.6205,-55.9945,177.6205,-177.8664,4.5132,,,,,,,,4.5132
235,7.8314,-13.4571,-178.418,177.4433,-58.9199,177.4433,-178.418,4.1387,,,,,,,,4.1387
236,7.8647,-13.1212,-178.4595,177.7676,-56.403,177.7676,-178.4595,3.773,,,,,,,,3.773
237,7.898,-13.1282,-178.1392,178.092,-51.2071,178.092,-178.1392,3.7688,,,,,,,,3.7688
238,7.9313,-13.3683,-177.8138,178.1602,-53.752,178.1602,-177.8138,4.026,,,,,,,,4.026
239,7.9647,-14.4032,-177.5164,178.3303,-55.0253,178.3303,-177.5164,4.1534,,,,,,,,4.1534
240,7.998,-15.5155,-177.2036,179.1073,-53.9015,179.1073,-177.2036,3.6891,,,,,,,,3.6891
241,8.0313,-15.7904,-177.0973,178.4982,-52.4946,178.4982,-177.0973,4.4044,,,,,,,,4.4044
242,8.0646,-16.1439,-178.0887,178.374,-55.8387,178.374,-178.0887,3.5373,,,,,,,,3.5373
243,8.098,-16.8339,-177.852,178.5576,-54.2405,178.5576,-177.852,3.5904,,,,,,,,3.5904
244,8.1313,-17.8178,-178.1588,177.7467,-56.9304,177.7467,-178.1588,4.0944,,,,,,,,4.0944
245,8.1646,-19.0045,-178.3948,177.3504,-55.8306,177.3504,-178.3948,4.2548,,,,,,,,4.2548
246,8.1979,-19.86,179.0408,176.4451,-61.061,176.4451,179.0408,2.5957,,,,,,,,2.5957
247,8.2313,-21.2684,179.6854,176.5698,-59.0718,176.5698,179.6854,3.1156,,,,,,,,3.1156
248,8.2646,-22.6826,179.8046,177.1376,-57.2528,177.1376,179.8046,2.667,,,,,,,,2.667
249,8.2979,-23.4605,178.6729,175.6066,-55.6721,175.6066,178.6729,3.0664,,,,,,,,3.0664
250,8.3312,-24.1132,171.7314,173.4458,-57.6872,173.4458,171.7314,-1.7144,,,,,,,,-1.7144
251,8.3646,-25.213,160.2624,164.8785,-58.4004,164.8785,160.2624,-4.6161,,,,,,,,-4.6161
252,8.3979,-27.0449,144.9605,162.842,-61.4534,162.842,144.9605,-17.8815,,,,,,,,-17.8815
253,8.4312,-28.8722,101.0527,159.2681,-58.9368,159.2681,101.0527,-58.2154,,,,,,,,-58.2154
254,8.4645,-31.2781,79.4097,147.5913,-60.6058,147.5913,79.4097,-68.1816,,,,,,,,-68.1816
255,8.4979,-32.6006,72.4866,132.0247,-64.7892,132.0247,72.4866,-59.5381,,,,,,,,-59.5381
256,8.5312,-35.0638,38.3962,36.4145,-63.4595,36.4145,38.3962,1.9817,,,,,,,,1.9817
257,8.5645,-34.8113,30.7028,26.5237,-61.6959,26.5237,30.7028,4.179,,,,,,,,4.179
258,8.5978,-34.7452,24.2123,23.0271,-61.0296,23.0271,24.2123,1.1852,,,,,,,,1.1852
259,8.6312,-33.7098,21.9983,21.0769,-56.6357,21.0769,21.9983,0.9214,,,,,,,,0.9214
260,8.6645,-32.7301,20.392,19.7087,-54.037,19.7087,20.392,0.6833,,,,,,,,0.6833
261,8.6978,-31.2993,18.4256,16.4693,-50.2798,16.4693,18.4256,1.9563,,,,,,,,1.9563
262,8.7311,-29.4487,16.5564,14.4305,-38.1973,14.4305,16.5564,2.1259,,,,,,,,2.1259
263,8.7645,-28.254,14.2649,12.3041,-35.2431,12.3041,14.2649,1.9608,,,,,,,,1.9608
264,8.7978,-27.233,12.8053,11.1764,-28.1975,11.1764,12.8053,1.6289,,,,,,,,1.6289
265,8.8311,-26.1954,11.3233,8.6028,-22.8277,8.6028,11.3233,2.7205,,,,,,,,2.7205
266,8.8644,-24.6648,8.1542,6.4771,-19.2713,6.4771,8.1542,1.6772,,,,,,,,1.6772
267,8.8978,-22.1554,5.5493,5.1828,-23.4239,5.1828,5.5493,0.3665,,,,,,,,0.3665
268,8.9311,-21.0526,4.1397,3.3515,-26.1278,3.3515,4.1397,0.7881,,,,,,,,0.7881
269,8.9644,-19.8822,3.3604,1.0014,-24.637,1.0014,3.3604,2.359,,,,,,,,2.359
270,8.9977,-18.6395,3.0941,0.0,-24.6075,0.0,3.0941,3.0941,,,,,,,,3.0941
271,9.0311,-17.206,2.0202,-0.5358,-21.204,-0.5358,2.0202,2.5561,,,,,,,,2.5561
272,9.0644,-16.4513,1.2293,-0.6469,-20.9974,-0.6469,1.2293,1.8763,,,,,,,,1.8763
273,9.0977,-15.7929,1.2471,-1.1209,-20.5179,-1.1209,1.2471,2.3681,,,,,,,,2.3681
274,9.131,-14.0759,1.2857,-1.2124,-7.5603,-1.2124,1.2857,2.4982,,,,,,,,2.4982
275,9.1644,-13.5306,1.2488,-0.4095,-8.2933,-0.4095,1.2488,1.6583,,,,,,,,1.6583
276,9.1977,-13.4297,1.2502,-0.2982,-9.4125,-0.2982,1.2502,1.5485,,,,,,,,1.5485
277,9.231,-13.316,1.2719,0.253,-4.2455,0.253,1.2719,1.0189,,,,,,,,1.0189
278,9.2643,-13.4321,1.3326,1.1031,-5.0134,1.1031,1.3326,0.2295,,,,,,,,0.2295
279,9.2977,-12.5613,1.4423,1.6269,-3.3316,1.6269,1.4423,-0.1846,,,,,,,,-0.1846
280,9.331,-11.7258,1.2942,2.3141,-1.5659,2.3141,1.2942,-1.0198,,,,,,,,-1.0198
281,9.3643,10.664,1.0487,2.9717,15.5885,2.9717,1.0487,-1.923,,,,,,,,-1.923
282,9.3976,10.3805,1.0448,3.1245,27.0428,3.1245,1.0448,-2.0796,,,,,,,,-2.0796
283,9.431,10.4522,1.0866,2.7263,15.0964,2.7263,1.0866,-1.6397,,,,,,,,-1.6397
284,9.4643,10.6875,1.4222,2.61,20.5385,2.61,1.4222,-1.1877,,,,,,,,-1.1877
285,9.4976,9.7067,1.377,2.3657,20.9747,2.3657,1.377,-0.9888,,,,,,,,-0.9888
286,9.5309,10.314,1.9363,2.3941,26.4814,2.3941,1.9363,-0.4578,,,,,,,,-0.4578
287,9.5643,-10.3339,2.4685,2.1259,-13.4762,2.1259,2.4685,0.3427,,,,,,,,0.3427
288,9.5976,-10.6496,3.5309,1.9558,-24.669,1.9558,3.5309,1.5751,,,,,,,,1.5751
289,9.6309,-9.5433,3.9424,1.5613,-25.5069,1.5613,3.9424,2.3811,,,,,,,,2.3811
290,9.6642,-9.3713,4.1523,1.4688,-29.5026,1.4688,4.1523,2.6835,,,,,,,,2.6835
291,9.6976,-8.5995,4.1738,1.7497,-33.4619,1.7497,4.1738,2.4241,,,,,,,,2.4241
292,9.7309,-8.8303,4.6864,2.4695,-34.1897,2.4695,4.6864,2.2169,,,,,,,,2.2169
293,9.7642,-8.1182,4.6395,2.443,-38.894,2.443,4.6395,2.1964,,,,,,,,2.1964
294,9.7975,-7.3826,4.5349,2.3551,-33.6901,2.3551,4.5349,2.1797,,,,,,,,2.1797
295,9.8309,-6.3986,4.5009,2.2676,-27.3175,2.2676,4.5009,2.2333,,,,,,,,2.2333
296,9.8642,-5.3033,4.349,2.1669,-25.9173,2.1669,4.349,2.1821,,,,,,,,2.1821
297,9.8975,-3.2789,3.806,2.1643,-26.6912,2.1643,3.806,1.6416,,,,,,,,1.6416
298,9.9308,-1.7026,3.2414,1.6208,-27.6067,1.6208,3.2414,1.6206,,,,,,,,1.6206
299,9.9642,-0.5702,3.2151,1.7513,-30.858,1.7513,3.2151,1.4638,,,,,,,,1.4638
300,9.9975,-0.212,3.3086,2.5486,-35.6358,2.5486,3.3086,0.7601,,,,,,,,0.7601
301,10.0308,-0.7307,2.3013,3.0358,-34.4812,3.0358,2.3013,-0.7345,,,,,,,,-0.7345
302,10.0641,-0.2847,2.1065,2.1879,-33.9621,2.1879,2.1065,-0.0814,,,,,,,,-0.0814
303,10.0975,-0.3099,2.2695,1.9194,-32.3622,1.9194,2.2695,0.3501,,,,,,,,0.3501
304,10.1308,-0.5982,2.2851,1.4537,-32.4927,1.4537,2.2851,0.8314,,,,,,,,0.8314
305,10.1641,-0.6259,2.102,1.5233,-30.7364,1.5233,2.102,0.5787,,,,,,,,0.5787
306,10.1974,-0.5182,1.8437,0.965,-33.4345,0.965,1.8437,0.8788,,,,,,,,0.8788
307,10.2308,-1.3301,2.0232,1.11,-35.9564,1.11,2.0232,0.9133,,,,,,,,0.9133
308,10.2641,-1.5437,2.2874,0.6122,-36.133,0.6122,2.2874,1.6752,,,,,,,,1.6752
309,10.2974,-1.3476,1.732,0.5103,-34.5917,0.5103,1.732,1.2217,,,,,,,,1.2217
310,10.3307,-1.2767,1.819,0.6987,-36.9115,0.6987,1.819,1.1203,,,,,,,,1.1203
311,10.3641,-1.3117,1.773,1.2916,-38.8686,1.2916,1.773,0.4814,,,,,,,,0.4814
312,10.3974,-1.3559,1.9369,0.9542,-41.1001,0.9542,1.9369,0.9827,,,,,,,,0.9827
313,10.4307,-1.9092,1.7867,0.6115,-39.4182,0.6115,1.7867,1.1751,,,,,,,,1.1751
314,10.464,-1.8358,2.2478,0.0773,-41.4415,0.0773,2.2478,2.1705,,,,,,,,2.1705
315,10.4974,-2.2877,2.2519,0.2745,-40.6519,0.2745,2.2519,1.9774,,,,,,,,1.9774
316,10.5307,-2.8086,2.5606,0.3586,-43.4275,0.3586,2.5606,2.202,,,,,,,,2.202
317,10.564,-3.2052,3.4218,0.4445,-43.6047,0.4445,3.4218,2.9774,,,,,,,,2.9774
318,10.5973,-3.6782,3.5071,0.2859,-41.9023,0.2859,3.5071,3.2213,,,,,,,,3.2213
319,10.6307,-3.5377,4.0075,1.129,-39.8869,1.129,4.0075,2.8785,,,,,,,,2.8785
320,10.664,-3.5943,3.9344,1.6472,-32.5849,1.6472,3.9344,2.2873,,,,,,,,2.2873
321,10.6973,-3.9204,4.0743,2.4575,-31.4134,2.4575,4.0743,1.6168,,,,,,,,1.6168
322,10.7306,-3.3649,4.1115,2.5547,-27.7398,2.5547,4.1115,1.5568,,,,,,,,1.5568
323,10.764,-2.845,3.9161,2.5226,-21.1688,2.5226,3.9161,1.3935,,,,,,,,1.3935
324,10.7973,-2.6148,3.8676,2.608,-21.8107,2.608,3.8676,1.2596,,,,,,,,1.2596
325,10.8306,-2.0502,3.6212,2.361,-23.7468,2.361,3.6212,1.2602,,,,,,,,1.2602
326,10.8639,-1.5474,3.0883,2.3129,-18.6952,2.3129,3.0883,0.7754,,,,,,,,0.7754
327,10.8973,-1.5851,3.0203,2.0298,-18.5415,2.0298,3.0203,0.9905,,,,,,,,0.9905
328,10.9306,-1.0876,2.84,1.655,-24.7648,1.655,2.84,1.1849,,,,,,,,1.1849
329,10.9639,-1.1747,2.8341,1.3571,-27.7011,1.3571,2.8341,1.477,,,,,,,,1.477
330,10.9972,-0.0273,2.6078,1.3039,-28.8664,1.3039,2.6078,1.304,,,,,,,,1.304
331,11.0306,-0.0275,2.4806,1.1388,-30.2428,1.1388,2.4806,1.3418,,,,,,,,1.3418
332,11.0639,-0.3607,1.9084,0.9673,-29.5353,0.9673,1.9084,0.9411,,,,,,,,0.9411
333,11.0972,-0.5889,1.8957,0.7112,-30.906,0.7112,1.8957,1.1846,,,,,,,,1.1846
334,11.1305,-1.4753,1.6,0.5367,-32.3333,0.5367,1.6,1.0633,,6.9128,,,,,,1.0633
335,11.1639,-2.5499,1.2378,0.4955,-37.7322,0.4955,1.2378,0.7424,,6.254,,,,,,0.7424
336,11.1972,-1.9729,0.7961,0.7167,-38.8568,0.7167,0.7961,0.0793,,3.8551,,,,,,0.0793
337,11.2305,-2.2515,0.7859,0.6257,-37.1769,0.6257,0.7859,0.1602,,3.4943,,170.9253,,,,0.1602
338,11.2638,-3.1748,0.7168,-0.1352,-38.9366,-0.1352,0.7168,0.852,,4.6082,,170.085,,,,0.852
339,11.2972,-3.2955,0.8486,-0.4998,-40.0813,-0.4998,0.8486,1.3484,,4.3301,,170.1485,,,,1.3484
340,11.3305,-3.5458,0.7223,-1.1467,-39.7513,-1.1467,0.7223,1.869,,5.6763,,166.8781,,,,1.869
341,11.3638,-2.7408,0.8055,-1.1326,-38.5668,-1.1326,0.8055,1.938,,5.6265,,166.9823,,,,1.938
342,11.3971,-2.3708,0.6262,-1.1467,-38.0577,-1.1467,0.6262,1.7729,,5.8355,,166.5056,,,,1.7729
343,11.4305,-2.87,0.6384,-1.3344,-35.9546,-1.3344,0.6384,1.9728,,5.7456,,166.3901,,,,1.9728
344,11.4638,-2.6708,0.5614,-1.6449,-37.1686,-1.6449,0.5614,2.2063,,5.7056,,166.5333,,,,2.2063
345,11.4971,-2.6236,0.2168,-1.5203,-37.0818,-1.5203,0.2168,1.7372,,4.9804,,166.9807,,,,1.7372
346,11.5304,-1.4498,0.2446,-1.2508,-35.5085,-1.2508,0.2446,1.4954,,3.5298,,168.5014,,,,1.4954
347,11.5638,-1.338,0.1634,-1.2071,-33.9621,-1.2071,0.1634,1.3705,,3.352,,168.6418,,,,1.3705
348,11.5971,-1.1483,0.2206,-0.5528,-30.5255,-0.5528,0.2206,0.7734,,3.3608,,168.823,,,,0.7734
349,11.6304,-0.7034,0.1943,-0.1512,-31.8211,-0.1512,0.1943,0.3455,,3.4579,,168.9151,,,,0.3455
350,11.6637,-0.386,-0.0557,-0.1527,-29.679,-0.1527,-0.0557,0.0969,,3.5483,,169.2656,,,,0.0969
351,11.6971,-0.0963,-0.0281,0.3072,-26.719,0.3072,-0.0281,-0.3353,,3.897,,168.7579,,,,-0.3353
352,11.7304,-0.5755,0.2285,0.3575,-27.3273,0.3575,0.2285,-0.129,,4.1914,,168.236,,,,-0.129
353,11.7637,-0.6752,0.3169,0.8751,-32.0574,0.8751,0.3169,-0.5582,,5.5843,,166.9482,,,,-0.5582
354,11.797,-0.49,0.3193,1.6351,-32.6063,1.6351,0.3193,-1.3158,,7.6404,,166.0753,,,,-1.3158
355,11.8304,-0.3936,0.4374,1.5496,-34.239,1.5496,0.4374,-1.1122,,8.9541,,166.6791,,,,-1.1122
356,11.8637,-0.1319,0.4394,1.8617,-34.9499,1.8617,0.4394,-1.4224,,11.1927,,167.4869,,,,-1.4224
357,11.897,-0.564,0.3533,2.1047,-36.5447,2.1047,0.3533,-1.7514,,12.3922,,168.5411,,,,-1.7514
358,11.9303,-0.5666,0.3239,2.2132,-44.8161,2.2132,0.3239,-1.8894,,12.8424,,169.9619,,59.6258,,-1.8894
359,11.9637,-0.1002,0.4419,1.5716,-47.5657,1.5716,0.4419,-1.1297,,11.8015,,172.4473,,16.6562,,-1.1297
360,11.997,-0.2014,0.4439,1.6413,-46.0057,1.6413,0.4439,-1.1973,,11.5243,,172.2977,,10.2142,,-1.1973
361,12.0303,-0.2698,0.6527,1.8297,-46.1077,1.8297,0.6527,-1.177,,11.4231,,171.8456,,41.7313,,-1.177
362,12.0636,-0.2699,0.6765,1.4915,-43.405,1.4915,0.6765,-0.815,,10.4938,,172.7447,,20.511,,-0.815
363,12.097,-0.0678,0.6699,1.159,-42.1349,1.159,0.6699,-0.4891,,9.4518,,173.6624,,80.043,,-0.4891
364,12.1303,-0.5143,0.6761,1.0327,-41.4543,1.0327,0.6761,-0.3566,12.1253,7.117,177.1059,175.3327,,31.71,5.0083,-0.3566
